;;;;;;
3-12-01;CF2;55 - 59 dB;;;;
3-12-07;D46;65 - 69 dB;;;;
3-12-10;D39;65 - 69 dB;;;;
3-12-06;D37;65 - 69 dB;;;;
3-12-08;D37;65 - 69 dB;;;;
3-12-09;D38;65 - 69 dB;;;;
2-5-07;D08;55 - 59 dB;;;;
3-13-05;1187;70 - 74 dB;;;;
3-13-04;115C;55 - 59 dB;;;;
3-13-02;115C;55 - 59 dB;;;;
3-13-01;115C;55 - 59 dB;;;;
3-13-09;E0A;65 - 69 dB;;;;
3-13-08;E09;65 - 69 dB;;;;
1-13-09;E08;65 - 69 dB;;;;
3-13-12;E0B;65 - 69 dB;;;;
3-13-11;E06;65 - 69 dB;;;;
3-13-10;E07;65 - 69 dB;;;;
3-13-15;1141;70 - 74 dB;;;;
3-13-13;114B;65 - 69 dB;;;;
3-13-16;D7F;65 - 69 dB;;;;
3-14-05;D7B;60 - 64 dB;;;;
3-14-04;1059;60 - 64 dB;;;;
3-14-06;105A;65 - 69 dB;;;;
3-14-03;1060;70 - 74 dB;;;;
3-14-01;D79;60 - 64 dB;;;;
3-14-02;1057;55 - 59 dB;;;;
3-6-06;1054;55 - 59 dB;;;;
3-6-04;1053;55 - 59 dB;;;;
3-6-02;1052;55 - 59 dB;;;;
3-6-07;104E;60 - 64 dB;;;;
3-6-05;104F;60 - 64 dB;;;;
3-6-03;104F;60 - 64 dB;;;;
3-6-10;1041;60 - 64 dB;;;;
3-6-09;1043;60 - 64 dB;;;;
3-6-08;1041;60 - 64 dB;;;;
3-6-14;E0D;60 - 64 dB;;;;
3-6-13;103E;60 - 64 dB;;;;
3-6-12;103F;60 - 64 dB;;;;
3-6-18;1022;55 - 59 dB;;;;
3-6-17;1020;55 - 59 dB;;;;
3-6-16;101F;55 - 59 dB;;;;
3-6-15;101E;55 - 59 dB;;;;
3-5-07;1014;70 - 74 dB;;;;
3-4-07;1011;65 - 69 dB;;;;
3-5-06;1014;70 - 74 dB;;;;
3-9-18;1014;70 - 74 dB;;;;
3-9-17;100A;70 - 74 dB;;;;
3-5-04;100A;70 - 74 dB;;;;
3-5-05;1003;65 - 69 dB;;;;
3-4-06;FFD;65 - 69 dB;;;;
3-4-05;FF8;65 - 69 dB;;;;
3-4-04;1001;65 - 69 dB;;;;
3-4-03;FFB;60 - 64 dB;;;;
3-4-02;FEC;65 - 69 dB;;;;
3-4-01;FF8;65 - 69 dB;;;;
3-5-02;FF8;65 - 69 dB;;;;
3-5-03;1024;70 - 74 dB;;;;
3-3-04;FEC;65 - 69 dB;;;;
3-3-03;FE6;> 75 dB;;;;
3-3-02;FE4;> 75 dB;;;;
3-1-17;FE5;65 - 69 dB;;;;
3-2-01;FCE;55 - 59 dB;;;;
3-2-02;FE0;> 75 dB;;;;
3-2-03;FE4;> 75 dB;;;;
3-1-15;FDC;60 - 64 dB;;;;
3-1-14;FCD;60 - 64 dB;;;;
3-1-13;102C;70 - 74 dB;;;;
3-1-12;FD1;60 - 64 dB;;;;
3-1-11;FD1;60 - 64 dB;;;;
3-1-10;1025;70 - 74 dB;;;;
3-11-06;102A;70 - 74 dB;;;;
3-11-05;109E;55 - 59 dB;;;;
3-11-04;D52;55 - 59 dB;;;;
3-11-08;102A;70 - 74 dB;;;;
3-11-07;109E;55 - 59 dB;;;;
3-11-10;102D;55 - 59 dB;;;;
3-11-09;102D;55 - 59 dB;;;;
3-7-09;1063;70 - 74 dB;;;;
3-9-15;1063;70 - 74 dB;;;;
3-8-05;1076;65 - 69 dB;;;;
3-8-06;1076;65 - 69 dB;;;;
3-7-11;D63;65 - 69 dB;;;;
3-7-10;D63;65 - 69 dB;;;;
3-7-08;106C;65 - 69 dB;;;;
3-9-14;1069;65 - 69 dB;;;;
3-8-03;107B;65 - 69 dB;;;;
3-8-04;107B;65 - 69 dB;;;;
3-7-07;1072;65 - 69 dB;;;;
3-7-05;D5E;55 - 59 dB;;;;
3-9-10;1066;65 - 69 dB;;;;
3-9-11;1094;55 - 59 dB;;;;
3-9-12;1098;55 - 59 dB;;;;
3-9-09;1090;65 - 69 dB;;;;
3-7-04;108F;55 - 59 dB;;;;
3-9-08;10B0;55 - 59 dB;;;;
3-8-01;1084;55 - 59 dB;;;;
3-8-02;1082;55 - 59 dB;;;;
3-7-02;108B;65 - 69 dB;;;;
3-7-03;10B5;65 - 69 dB;;;;
3-7-01;10B6;65 - 69 dB;;;;
3-9-02;10B6;65 - 69 dB;;;;
3-9-07;10BA;55 - 59 dB;;;;
3-9-04;10A8;60 - 64 dB;;;;
3-9-05;10A5;60 - 64 dB;;;;
4-1-15;DF9;70 - 74 dB;;;;
4-1-14;10DF;55 - 59 dB;;;;
4-1-13;10DF;55 - 59 dB;;;;
4-9-10;10EB;55 - 59 dB;;;;
4-9-09;10EA;55 - 59 dB;;;;
4-1-06;D68;60 - 64 dB;;;;
4-1-05;10F3;60 - 64 dB;;;;
4-1-07;10CF;70 - 74 dB;;;;
3-9-01;D66;70 - 74 dB;;;;
3-10-05;D66;70 - 74 dB;;;;
3-10-04;10CB;70 - 74 dB;;;;
3-10-03;10C4;65 - 69 dB;;;;
3-10-02;10C3;65 - 69 dB;;;;
3-10-01;10D7;70 - 74 dB;;;;
3-11-01;140A;70 - 74 dB;;;;
3-11-02;140C;65 - 69 dB;;;;
3-11-03;FCA;65 - 69 dB;;;;
3-1-07;FC3;60 - 64 dB;;;;
3-1-08;FC4;60 - 64 dB;;;;
3-1-02;F9C;55 - 59 dB;;;;
3-1-06;F9C;55 - 59 dB;;;;
3-1-03;FBE;55 - 59 dB;;;;
3-1-05;FBD;55 - 59 dB;;;;
3-1-09;FB9;60 - 64 dB;;;;
2-5-06;FA6;65 - 69 dB;;;;
2-5-03;FA3;65 - 69 dB;;;;
2-5-04;FA4;65 - 69 dB;;;;
2-5-01;FA9;65 - 69 dB;;;;
2-5-02;FA3;65 - 69 dB;;;;
2-4-11;FB4;55 - 59 dB;;;;
2-4-10;FB4;55 - 59 dB;;;;
2-4-12;1410;60 - 64 dB;;;;
2-4-13;FB2;55 - 59 dB;;;;
2-4-16;FB2;55 - 59 dB;;;;
2-4-14;FB2;55 - 59 dB;;;;
2-4-17;FB8;60 - 64 dB;;;;
2-4-08;FB7;60 - 64 dB;;;;
2-4-05;FB7;60 - 64 dB;;;;
2-4-07;FB7;60 - 64 dB;;;;
2-4-09;1413;55 - 59 dB;;;;
2-4-06;1415;55 - 59 dB;;;;
2-4-04;FAD;60 - 64 dB;;;;
2-4-03;FAF;60 - 64 dB;;;;
2-4-02;1418;65 - 69 dB;;;;
2-4-01;1429;65 - 69 dB;;;;
2-3-03;141C;65 - 69 dB;;;;
2-3-04;141C;65 - 69 dB;;;;
2-3-05;141C;65 - 69 dB;;;;
2-3-06;141C;65 - 69 dB;;;;
2-3-07;141C;65 - 69 dB;;;;
2-3-09;1425;65 - 69 dB;;;;
2-3-08;1425;65 - 69 dB;;;;
2-7-10;142C;65 - 69 dB;;;;
2-7-11;1431;65 - 69 dB;;;;
2-7-12;1431;65 - 69 dB;;;;
2-7-08;13EF;65 - 69 dB;;;;
2-7-07;13EF;65 - 69 dB;;;;
2-7-04;13FB;55 - 59 dB;;;;
2-7-01;13FB;55 - 59 dB;;;;
2-7-13;1402;65 - 69 dB;;;;
2-7-05;1401;65 - 69 dB;;;;
2-7-02;13FC;65 - 69 dB;;;;
2-7-06;1406;60 - 64 dB;;;;
2-7-03;1406;60 - 64 dB;;;;
2-12-03;1409;65 - 69 dB;;;;
2-8-03;1409;65 - 69 dB;;;;
2-8-01;1340;65 - 69 dB;;;;
2-8-04;133B;60 - 64 dB;;;;
2-12-02;13F2;65 - 69 dB;;;;
2-9-03;13F5;65 - 69 dB;;;;
2-9-04;13E3;70 - 74 dB;;;;
2-12-01;13F2;65 - 69 dB;;;;
1-3-10;1339;60 - 64 dB;;;;
2-8-02;1339;60 - 64 dB;;;;
1-3-13;1340;65 - 69 dB;;;;
2-9-08;13FA;55 - 59 dB;;;;
2-9-09;13FA;55 - 59 dB;;;;
2-11-01;1434;65 - 69 dB;;;;
2-11-04;1433;65 - 69 dB;;;;
2-3-12;134A;65 - 69 dB;;;;
2-3-01;1348;65 - 69 dB;;;;
2-2-04;1352;65 - 69 dB;;;;
2-3-16;1454;65 - 69 dB;;;;
2-11-13;1421;65 - 69 dB;;;;
2-11-08;1421;65 - 69 dB;;;;
2-11-09;1447;70 - 74 dB;;;;
2-11-10;1447;70 - 74 dB;;;;
2-11-11;1449;70 - 74 dB;;;;
2-2-01;144B;70 - 74 dB;;;;
2-2-02;144B;70 - 74 dB;;;;
2-2-05;1359;65 - 69 dB;;;;
2-11-02;13EC;60 - 64 dB;;;;
2-11-06;13EC;60 - 64 dB;;;;
2-11-03;1449;70 - 74 dB;;;;
2-11-12;1449;70 - 74 dB;;;;
2-1-10;1456;70 - 74 dB;;;;
2-1-08;1456;70 - 74 dB;;;;
2-9-05;1437;65 - 69 dB;;;;
2-9-07;1437;65 - 69 dB;;;;
2-9-06;13C1;70 - 74 dB;;;;
2-9-10;DBF;65 - 69 dB;;;;
2-10-09;13CF;70 - 74 dB;;;;
2-10-10;13D0;60 - 64 dB;;;;
2-10-12;13D0;60 - 64 dB;;;;
2-10-11;DD9;70 - 74 dB;;;;
2-1-04;DDB;70 - 74 dB;;;;
2-1-07;DE1;70 - 74 dB;;;;
2-10-08;143A;65 - 69 dB;;;;
2-1-03;13A0;60 - 64 dB;;;;
2-1-02;13A0;60 - 64 dB;;;;
2-1-06;143B;65 - 69 dB;;;;
2-9-02;13E3;70 - 74 dB;;;;
2-9-01;DC2;70 - 74 dB;;;;
2-10-01;13C4;55 - 59 dB;;;;
2-10-05;13C2;55 - 59 dB;;;;
2-10-06;13C2;55 - 59 dB;;;;
2-10-07;13CD;55 - 59 dB;;;;
2-10-02;13B2;60 - 64 dB;;;;
2-10-03;13B2;60 - 64 dB;;;;
2-10-04;DE2;65 - 69 dB;;;;
2-1-01;13A3;65 - 69 dB;;;;
2-1-05;139E;65 - 69 dB;;;;
1-3-09;12D2;55 - 59 dB;;;;
1-3-08;12D3;55 - 59 dB;;;;
1-3-06;13DB;55 - 59 dB;;;;
1-3-03;13B7;65 - 69 dB;;;;
1-3-02;13B7;65 - 69 dB;;;;
1-3-01;13A6;> 75 dB;;;;
1-2-04;13A4;65 - 69 dB;;;;
1-2-08;13A4;65 - 69 dB;;;;
1-2-03;139D;70 - 74 dB;;;;
1-2-07;139D;70 - 74 dB;;;;
1-2-02;139D;70 - 74 dB;;;;
1-2-06;139B;70 - 74 dB;;;;
1-2-11;139B;70 - 74 dB;;;;
1-2-05;1385;65 - 69 dB;;;;
1-2-09;1385;65 - 69 dB;;;;
1-1-01;12BE;65 - 69 dB;;;;
1-1-03;1261;70 - 74 dB;;;;
1-1-02;12BE;65 - 69 dB;;;;
1-1-04;1260;70 - 74 dB;;;;
1-1-05;1260;70 - 74 dB;;;;
1-4-01;12C9;60 - 64 dB;;;;
1-4-02;12C9;60 - 64 dB;;;;
1-4-03;12C1;60 - 64 dB;;;;
1-4-04;12C1;60 - 64 dB;;;;
1-1-07;12BE;65 - 69 dB;;;;
1-1-08;12B6;65 - 69 dB;;;;
1-1-06;12BE;65 - 69 dB;;;;
1-4-08;12D1;70 - 74 dB;;;;
1-4-07;12D1;70 - 74 dB;;;;
1-4-06;12D9;> 75 dB;;;;
1-4-05;12CD;> 75 dB;;;;
1-7-02;12D9;> 75 dB;;;;
1-7-01;12CD;> 75 dB;;;;
1-7-04;1300;70 - 74 dB;;;;
1-7-03;12AE;65 - 69 dB;;;;
1-7-05;12AD;70 - 74 dB;;;;
1-7-11;12DC;55 - 59 dB;;;;
1-7-06;12E2;55 - 59 dB;;;;
1-7-07;12FF;70 - 74 dB;;;;
1-7-10;12FE;70 - 74 dB;;;;
1-7-09;12E5;55 - 59 dB;;;;
1-7-08;12A9;70 - 74 dB;;;;
6-6-03;12FA;> 75 dB;;;;
6-6-01;12F4;> 75 dB;;;;
6-4-07;12F2;> 75 dB;;;;
6-4-06;12F1;70 - 74 dB;;;;
1-1-11;12AD;70 - 74 dB;;;;
1-1-10;12A9;70 - 74 dB;;;;
1-1-09;12C3;65 - 69 dB;;;;
6-4-03;12A9;70 - 74 dB;;;;
6-4-01;127C;65 - 69 dB;;;;
6-3-01;127C;65 - 69 dB;;;;
6-3-02;1270;60 - 64 dB;;;;
6-3-03;126C;70 - 74 dB;;;;
6-1-06;126D;70 - 74 dB;;;;
6-2-04;126C;70 - 74 dB;;;;
6-1-05;125F;70 - 74 dB;;;;
6-1-04;1260;70 - 74 dB;;;;
6-4-04;12ED;70 - 74 dB;;;;
6-4-02;12EC;70 - 74 dB;;;;
6-3-04;12EC;70 - 74 dB;;;;
6-3-06;126B;70 - 74 dB;;;;
6-2-05;1256;60 - 64 dB;;;;
6-2-03;1256;60 - 64 dB;;;;
6-1-03;125E;> 75 dB;;;;
6-1-01;DEA;> 75 dB;;;;
6-6-04;12FA;> 75 dB;;;;
6-6-02;12F4;> 75 dB;;;;
6-4-12;12F2;> 75 dB;;;;
6-4-10;12A3;65 - 69 dB;;;;
6-4-09;12A3;65 - 69 dB;;;;
6-4-08;12A1;70 - 74 dB;;;;
6-14-04;12F0;70 - 74 dB;;;;
6-14-02;12EF;70 - 74 dB;;;;
6-11-03;12ED;70 - 74 dB;;;;
6-11-01;12EC;70 - 74 dB;;;;
6-3-07;12EC;70 - 74 dB;;;;
6-3-08;12EC;70 - 74 dB;;;;
6-3-09;126B;70 - 74 dB;;;;
6-6-05;11DD;70 - 74 dB;;;;
6-7-06;11FE;70 - 74 dB;;;;
6-7-05;1202;60 - 64 dB;;;;
6-7-01;12A1;70 - 74 dB;;;;
6-7-02;1207;70 - 74 dB;;;;
6-7-03;1207;70 - 74 dB;;;;
6-7-04;120E;70 - 74 dB;;;;
6-14-06;121A;70 - 74 dB;;;;
6-14-05;121A;70 - 74 dB;;;;
6-14-03;128E;65 - 69 dB;;;;
6-14-01;128E;65 - 69 dB;;;;
6-11-04;1289;65 - 69 dB;;;;
6-11-02;1289;65 - 69 dB;;;;
6-3-10;124C;70 - 74 dB;;;;
6-3-11;124C;70 - 74 dB;;;;
6-3-12;124C;70 - 74 dB;;;;
6-12-03;A8A;> 75 dB;;;;
6-12-04;11FB;> 75 dB;;;;
6-12-01;1211;65 - 69 dB;;;;
6-10-07;1212;70 - 74 dB;;;;
6-10-06;1249;> 75 dB;;;;
6-10-05;1249;> 75 dB;;;;
6-10-04;1232;> 75 dB;;;;
6-10-03;1239;60 - 64 dB;;;;
6-10-02;1239;60 - 64 dB;;;;
6-10-01;1232;> 75 dB;;;;
6-10-08;124C;70 - 74 dB;;;;
6-9-08;1232;> 75 dB;;;;
6-9-51;11F1;65 - 69 dB;;;;
6-9-53;1232;> 75 dB;;;;
6-9-05;1242;65 - 69 dB;;;;
6-9-55;8DDCC;65 - 69 dB;;;;
6-9-56;8DDCC;65 - 69 dB;;;;
6-9-57;8DDD7;70 - 74 dB;;;;
1-5-10;DC4;65 - 69 dB;;;;
1-5-08;1317;65 - 69 dB;;;;
1-5-03;1317;65 - 69 dB;;;;
1-5-01;DAB;65 - 69 dB;;;;
1-5-11;1346;70 - 74 dB;;;;
1-5-09;1324;60 - 64 dB;;;;
1-5-06;1310;60 - 64 dB;;;;
1-5-05;1310;60 - 64 dB;;;;
1-5-07;1324;60 - 64 dB;;;;
1-5-04;1326;70 - 74 dB;;;;
1-9-04;1344;70 - 74 dB;;;;
1-9-03;130D;60 - 64 dB;;;;
1-9-01;130D;60 - 64 dB;;;;
1-6-02;1314;60 - 64 dB;;;;
1-6-01;1300;70 - 74 dB;;;;
1-9-05;1344;70 - 74 dB;;;;
1-9-02;1308;60 - 64 dB;;;;
1-6-04;1308;60 - 64 dB;;;;
1-6-03;1300;70 - 74 dB;;;;
1-6-06;1342;70 - 74 dB;;;;
1-6-05;12FE;70 - 74 dB;;;;
1-6-07;DB1;70 - 74 dB;;;;
4-6-01;DF6;> 75 dB;;;;
5-1-12;12FC;> 75 dB;;;;
5-1-08;12FC;> 75 dB;;;;
5-1-13;12F7;70 - 74 dB;;;;
6-8-08;11DB;70 - 74 dB;;;;
6-13-07;11DB;70 - 74 dB;;;;
6-13-06;11E4;70 - 74 dB;;;;
6-5-07;11E4;70 - 74 dB;;;;
6-13-05;11E2;60 - 64 dB;;;;
6-5-06;11E2;60 - 64 dB;;;;
6-13-04;11E2;60 - 64 dB;;;;
6-8-07;6A6;60 - 64 dB;;;;
6-8-06;6A6;60 - 64 dB;;;;
6-8-05;C9B;70 - 74 dB;;;;
6-8-03;C9A;70 - 74 dB;;;;
6-8-04;C9A;70 - 74 dB;;;;
6-13-03;A81;70 - 74 dB;;;;
6-5-02;A81;70 - 74 dB;;;;
6-8-02;CA0;65 - 69 dB;;;;
6-8-01;CA0;65 - 69 dB;;;;
6-13-02;CA4;65 - 69 dB;;;;
6-5-01;AD6;70 - 74 dB;;;;
6-13-08;C81;70 - 74 dB;;;;
5-10-10;C9F;65 - 69 dB;;;;
5-1-07;A69;55 - 59 dB;;;;
4-9-01;1102;60 - 64 dB;;;;
4-9-02;1102;60 - 64 dB;;;;
4-8-03;110F;60 - 64 dB;;;;
4-8-04;110A;70 - 74 dB;;;;
4-8-02;110F;60 - 64 dB;;;;
4-8-01;1113;70 - 74 dB;;;;
4-6-08;1120;65 - 69 dB;;;;
4-6-09;1113;70 - 74 dB;;;;
4-6-03;1114;70 - 74 dB;;;;
4-6-04;1125;70 - 74 dB;;;;
4-6-06;1120;65 - 69 dB;;;;
4-6-07;DF2;70 - 74 dB;;;;
4-6-02;110B;70 - 74 dB;;;;
5-1-09;1130;70 - 74 dB;;;;
5-1-10;112E;70 - 74 dB;;;;
4-9-04;1167;60 - 64 dB;;;;
4-9-05;1167;60 - 64 dB;;;;
4-9-11;10DC;55 - 59 dB;;;;
4-2-08;1177;60 - 64 dB;;;;
4-2-05;1197;<55 dB;;;;
4-2-11;1197;<55 dB;;;;
4-2-04;1197;<55 dB;;;;
4-2-02;1191;<55 dB;;;;
4-2-01;1191;<55 dB;;;;
4-9-08;1163;<55 dB;;;;
4-9-07;1163;<55 dB;;;;
4-2-10;11BE;60 - 64 dB;;;;
4-2-07;11B8;55 - 59 dB;;;;
4-2-06;11A1;65 - 69 dB;;;;
4-4-10;11CD;70 - 74 dB;;;;
4-4-07;11B9;60 - 64 dB;;;;
4-4-06;11B9;60 - 64 dB;;;;
4-4-05;11B4;55 - 59 dB;;;;
4-4-04;11B4;55 - 59 dB;;;;
4-3-05;D8A;65 - 69 dB;;;;
4-9-06;1170;60 - 64 dB;;;;
4-4-03;11AD;55 - 59 dB;;;;
4-4-02;11AD;55 - 59 dB;;;;
4-4-01;11AD;55 - 59 dB;;;;
4-3-06;116E;60 - 64 dB;;;;
4-3-04;116B;65 - 69 dB;;;;
4-3-03;116B;65 - 69 dB;;;;
4-3-07;11A6;65 - 69 dB;;;;
4-3-09;11C8;65 - 69 dB;;;;
4-3-02;11C8;65 - 69 dB;;;;
4-3-08;11C8;65 - 69 dB;;;;
4-4-11;DEF;65 - 69 dB;;;;
4-4-12;DEF;65 - 69 dB;;;;
4-4-13;D9E;70 - 74 dB;;;;
4-4-21;11D8;70 - 74 dB;;;;
4-4-20;B1D;65 - 69 dB;;;;
4-4-19;B1D;65 - 69 dB;;;;
4-4-18;B1C;70 - 74 dB;;;;
4-4-17;B1C;70 - 74 dB;;;;
4-4-16;B1C;70 - 74 dB;;;;
4-4-15;B1C;70 - 74 dB;;;;
4-4-14;D9E;70 - 74 dB;;;;
4-5-23;D9E;70 - 74 dB;;;;
4-5-22;A6D;65 - 69 dB;;;;
4-5-26;A6E;65 - 69 dB;;;;
4-5-21;B5F;70 - 74 dB;;;;
4-5-29;B5F;70 - 74 dB;;;;
4-5-20;B5F;70 - 74 dB;;;;
4-5-27;B5F;70 - 74 dB;;;;
4-5-28;B5F;70 - 74 dB;;;;
4-5-02;B54;65 - 69 dB;;;;
4-5-16;B5F;70 - 74 dB;;;;
4-5-19;B5F;70 - 74 dB;;;;
4-5-03;B47;55 - 59 dB;;;;
4-5-17;B5E;55 - 59 dB;;;;
4-5-18;B5E;55 - 59 dB;;;;
4-5-01;B4B;65 - 69 dB;;;;
4-5-05;B4B;65 - 69 dB;;;;
4-5-12;B4F;<55 dB;;;;
4-5-14;B3F;<55 dB;;;;
4-5-08;B38;65 - 69 dB;;;;
4-5-09;AB4;55 - 59 dB;;;;
4-5-15;B58;60 - 64 dB;;;;
4-7-05;B2F;55 - 59 dB;;;;
4-7-03;B2F;55 - 59 dB;;;;
4-7-02;B34;60 - 64 dB;;;;
4-7-06;B29;55 - 59 dB;;;;
4-7-04;B2D;60 - 64 dB;;;;
4-7-01;B2D;60 - 64 dB;;;;
4-7-07;B25;60 - 64 dB;;;;
4-7-08;B25;60 - 64 dB;;;;
4-7-09;AE4;55 - 59 dB;;;;
5-21-05;B67;65 - 69 dB;;;;
5-21-04;B6D;65 - 69 dB;;;;
5-21-03;B6F;65 - 69 dB;;;;
5-21-02;B77;65 - 69 dB;;;;
5-21-01;B77;65 - 69 dB;;;;
5-4-11;B6A;60 - 64 dB;;;;
5-4-12;B6A;60 - 64 dB;;;;
5-3-10;B80;65 - 69 dB;;;;
5-3-09;B80;65 - 69 dB;;;;
5-2-09;BA8;60 - 64 dB;;;;
5-2-07;BA8;60 - 64 dB;;;;
5-2-04;AE1;60 - 64 dB;;;;
5-2-11;AE1;60 - 64 dB;;;;
5-2-10;AC3;55 - 59 dB;;;;
5-2-03;AC3;55 - 59 dB;;;;
5-2-02;AC4;65 - 69 dB;;;;
5-3-08;ABB;55 - 59 dB;;;;
5-3-07;BC7;65 - 69 dB;;;;
5-3-05;BC7;65 - 69 dB;;;;
5-3-06;BCB;60 - 64 dB;;;;
5-2-05;BCD;60 - 64 dB;;;;
5-3-04;BCB;60 - 64 dB;;;;
5-3-03;BCD;60 - 64 dB;;;;
5-15-01;BB2;60 - 64 dB;;;;
5-2-01;BEB;65 - 69 dB;;;;
5-4-09;ABA;65 - 69 dB;;;;
5-4-15;ABA;65 - 69 dB;;;;
5-4-08;B87;60 - 64 dB;;;;
5-4-07;B87;60 - 64 dB;;;;
5-4-06;B84;55 - 59 dB;;;;
5-4-05;BBD;65 - 69 dB;;;;
5-4-04;BBD;65 - 69 dB;;;;
5-4-03;BBD;65 - 69 dB;;;;
5-4-02;BD4;60 - 64 dB;;;;
5-4-01;BBB;60 - 64 dB;;;;
5-3-02;BD1;60 - 64 dB;;;;
5-3-01;BE2;60 - 64 dB;;;;
5-15-02;BE2;60 - 64 dB;;;;
5-20-02;BF9;65 - 69 dB;;;;
5-1-01;BF9;65 - 69 dB;;;;
5-20-01;BF3;65 - 69 dB;;;;
5-1-03;AC6;65 - 69 dB;;;;
5-1-04;AC6;65 - 69 dB;;;;
5-20-03;BF5;65 - 69 dB;;;;
5-1-05;BF5;65 - 69 dB;;;;
5-1-06;C00;65 - 69 dB;;;;
5-20-04;BF2;65 - 69 dB;;;;
5-15-05;BF2;65 - 69 dB;;;;
5-15-03;BA6;55 - 59 dB;;;;
5-15-04;BE8;65 - 69 dB;;;;
5-20-05;BE8;65 - 69 dB;;;;
5-16-04;BD7;65 - 69 dB;;;;
5-16-03;BD7;65 - 69 dB;;;;
5-16-02;BD7;65 - 69 dB;;;;
5-16-01;BA4;65 - 69 dB;;;;
5-5-04;AE8;70 - 74 dB;;;;
5-5-03;ABC;60 - 64 dB;;;;
5-5-02;BB5;70 - 74 dB;;;;
5-5-01;ABE;70 - 74 dB;;;;
5-6-03;ABE;70 - 74 dB;;;;
5-16-05;BB5;70 - 74 dB;;;;
5-16-09;BDA;55 - 59 dB;;;;
5-16-08;B93;60 - 64 dB;;;;
5-16-07;BA5;65 - 69 dB;;;;
5-16-06;BA2;70 - 74 dB;;;;
5-6-02;B92;65 - 69 dB;;;;
5-6-01;ABF;70 - 74 dB;;;;
5-7-06;C0D;65 - 69 dB;;;;
5-7-05;BA0;65 - 69 dB;;;;
5-7-04;C12;70 - 74 dB;;;;
5-7-02;C1E;60 - 64 dB;;;;
5-7-01;C1E;60 - 64 dB;;;;
5-7-03;C20;70 - 74 dB;;;;
5-8-05;C21;70 - 74 dB;;;;
5-8-04;C31;65 - 69 dB;;;;
5-8-07;C2E;65 - 69 dB;;;;
5-8-06;C31;65 - 69 dB;;;;
5-9-01;C2D;70 - 74 dB;;;;
5-9-02;C48;60 - 64 dB;;;;
5-9-04;C2D;70 - 74 dB;;;;
5-9-05;C48;60 - 64 dB;;;;
5-9-03;C4E;60 - 64 dB;;;;
5-9-06;C4E;60 - 64 dB;;;;
5-19-03;BA2;70 - 74 dB;;;;
5-19-04;C09;70 - 74 dB;;;;
5-17-02;C09;70 - 74 dB;;;;
5-17-01;C22;60 - 64 dB;;;;
5-8-03;C22;60 - 64 dB;;;;
5-8-02;C28;55 - 59 dB;;;;
5-8-01;C28;55 - 59 dB;;;;
5-10-02;C3B;55 - 59 dB;;;;
5-10-04;C3B;55 - 59 dB;;;;
5-10-01;C4F;55 - 59 dB;;;;
5-10-03;C4F;55 - 59 dB;;;;
5-17-03;C3E;60 - 64 dB;;;;
5-10-05;C3E;60 - 64 dB;;;;
5-10-06;C46;65 - 69 dB;;;;
5-10-07;C53;70 - 74 dB;;;;
5-11-01;C5D;70 - 74 dB;;;;
5-12-01;C5A;70 - 74 dB;;;;
5-12-02;C6D;70 - 74 dB;;;;
5-12-03;C70;70 - 74 dB;;;;
5-13-05;C70;70 - 74 dB;;;;
5-13-06;AD1;70 - 74 dB;;;;
5-19-01;C40;60 - 64 dB;;;;
5-19-02;C8D;65 - 69 dB;;;;
5-10-08;C40;60 - 64 dB;;;;
5-10-09;C67;70 - 74 dB;;;;
5-11-06;C67;70 - 74 dB;;;;
5-11-05;C74;70 - 74 dB;;;;
5-13-03;C70;70 - 74 dB;;;;
5-13-02;C79;65 - 69 dB;;;;
5-13-04;C73;70 - 74 dB;;;;
